,blue1,blue2,bluescore,red1,red2,redscore
29389,17611A,81Y,14,197C,197A,22
29390,88074A,7518B,21,255P,7518A,8
29391,1712A,13666A,5,255G,7518D,8
29392,98927A,86710E,17,255B,76A,11
29393,255D,1274A,10,1274B,255H,14
29394,255C,7518C,5,28724X,255A,19
29395,197B,255E,8,81J,741A,18
29396,197A,1274B,20,7518A,255G,5
29397,13666A,1274A,4,91A,7518B,29
29398,91W,255A,8,255D,88074A,16
29399,28724X,81Y,27,86710E,197B,8
29400,7518D,76A,15,197C,255C,12
29401,81J,255P,7,1712A,98927A,16
29402,255H,741A,7,17611A,7518C,9
29403,7518D,88074A,14,98789A,255B,8
29404,255E,28724X,11,13666A,1274B,23
29405,1712A,197C,14,91W,255H,12
29406,255B,7518A,0,255D,741A,16
29407,7518C,255P,5,91A,76A,18
29408,98927A,17611A,11,1274A,255C,14
29409,86710E,81J,7,197A,98789A,18
29410,255G,7518B,5,81Y,255A,24
29411,76A,255H,7,197B,13666A,13
29412,741A,1712A,5,1274A,28724X,19
29413,255A,98789A,14,255P,17611A,7
29414,197C,255G,14,88074A,255E,11
29415,1274B,255C,16,7518B,86710E,8
29416,255D,7518C,8,81J,81Y,23
29417,7518A,91A,22,98927A,7518D,9
29418,197B,197A,25,91W,255B,3
29419,255C,81Y,11,255H,88074A,10
29420,197C,86710E,20,13666A,7518C,10
29421,91W,81J,14,28724X,7518A,7
29422,1274A,197B,21,255P,255G,6
29423,197A,255D,20,255E,76A,7
29424,98789A,741A,10,1274B,98927A,28
29425,91A,255B,30,255A,1712A,4
29426,7518B,197B,14,7518D,17611A,9
29427,255G,91W,10,98789A,7518C,9
29428,255B,1274B,11,91A,81Y,22
29429,88074A,76A,4,1274A,81J,22
29430,7518D,255P,15,255H,86710E,13
29431,255A,197C,12,741A,197A,16
29432,255E,17611A,19,1712A,7518A,11
29433,28724X,98927A,25,7518B,255D,7
29434,197A,255P,20,255C,13666A,3
29435,7518C,1274A,20,255B,255E,10
29436,88074A,91A,25,86710E,741A,8
29437,13666A,91W,13,98927A,81Y,18
29438,255A,81J,10,7518D,1274B,20
29439,255D,255C,6,197B,1712A,17
29440,255G,28724X,14,17611A,76A,15
29441,7518A,255H,11,197C,98789A,17
29442,1712A,88074A,6,7518B,197A,23
29443,28724X,255C,18,7518B,7518C,11
29444,255G,91W,15,197C,1712A,12
29445,76A,255A,17,88074A,86710E,11
29446,255D,17611A,4,1274A,81J,16
29447,28724X,255C,4,197A,91A,31
29448,255G,91W,14,197B,98789A,9
29449,76A,255A,16,1274B,81Y,14
29450,1274A,81J,14,98927A,7518D,12
29451,255G,91W,8,197A,91A,22
29452,1274A,81J,11,76A,255A,7
29453,1274A,81J,11,197A,91A,21
29454,7517B,80P,16,255X,7517D,14
29455,90F,80H,16,7517A,90C,18
29456,7517J,7517E,8,255Z,19072B,16
29457,255T,80B,14,7517H,7517C,16
29458,19072B,80P,25,7517G,17611M,6
29459,7517C,7517D,14,7517A,80B,9
29460,90C,80H,14,255T,7517J,8
29461,17611M,255X,13,7517B,7517E,16
29462,255Z,7517H,18,90F,7517G,15
29463,7517D,17611M,16,80H,7517J,13
29464,7517H,90C,8,255X,19072B,17
29465,255Z,255T,7,7517B,80P,15
29466,7517A,7517G,4,7517E,7517C,21
29467,19072B,17611M,12,80B,90F,16
29468,255X,7517G,4,7517C,7517J,18
29469,80B,90F,22,7517D,255T,10
29470,7517A,7517B,11,90C,255Z,17
29471,7517E,80H,6,7517H,80P,23
29472,7517C,7517J,11,7517B,90F,18
29473,255T,19072B,13,7517A,255X,8
29474,7517H,7517G,7,17611M,90C,22
29475,80P,7517E,11,80H,80B,20
29476,7517H,19072B,24,7517D,255Z,6
29477,255X,90F,14,80P,7517J,19
29478,7517A,7517E,13,17611M,255T,15
29479,7517D,255Z,8,80H,7517C,11
29480,80B,90C,27,7517G,7517B,4
29481,7517J,17611M,9,7517H,7517A,13
29482,255X,80H,6,80B,255Z,20
29483,7517D,7517G,9,255T,7517E,14
29484,7517C,90C,15,19072B,80P,13
29485,7517B,255T,5,90F,7517H,22
29486,7517C,255Z,16,255X,17611M,5
29487,90F,90C,19,7517E,7517D,15
29488,80H,7517B,15,19072B,7517G,12
29489,80P,7517A,11,7517J,80B,20
29490,255X,7517G,6,7517A,7517D,17
29491,7517A,7517D,6,90C,80B,23
29492,7517B,7517E,8,80P,80H,19
29493,17611M,255T,2,7517C,19072B,24
29494,255Z,7517J,6,7517H,90F,26
29495,80P,80H,16,90C,80B,15
29496,7517H,90F,14,7517C,19072B,12
29497,7517H,90F,23,80P,80H,13
29498,23278A,27183R,23,3273A,9498A,7
29499,3273A,9498A,9,3273B,27183V,21
29500,3273B,27183V,16,23278A,27183R,17
29501,27183V,23278A,14,3273A,9498A,9
29502,23278A,27183V,5,27183R,3273B,18
29503,27183R,3273A,21,3273B,9498A,16
29504,27183R,3273A,25,23278A,27183V,4
29505,9498A,3273B,18,27183R,23278A,5
29506,3273B,9498A,17,3273A,27183V,8
29507,27183R,23278A,9,3273B,9498A,15
29508,3273B,27183R,20,27183V,3273A,5
29509,3273A,27183V,17,23278A,9498A,12
29510,3273B,3273A,13,27183R,23278A,19
29511,9498A,3273A,7,27183R,27183V,23
29512,9498A,27183V,9,3273B,23278A,12
29513,27183V,3273B,18,3273A,27183R,12
29514,23278A,3273A,5,3273B,9498A,21
29515,23278A,9498A,7,27183R,27183V,25
29516,27183V,23278A,5,3273A,3273B,18
29517,27183R,3273B,29,27183V,9498A,4
29518,27183R,9498A,23,23278A,3273A,3
29519,23278A,3273A,4,27183V,9498A,20
29520,27183V,9498A,12,27183R,3273B,13
29521,37576A,27905A,7,3636C,5509D,30
29522,27905C,536A,17,15117A,9144C,7
29523,3636F,4082B,17,6425A,1032A,5
29524,9144E,9144B,7,3636E,5509B,24
29525,5062E,6425B,15,6425D,3636A,13
29526,536E,4410B,2,4410C,5509C,30
29527,27905B,3636B,8,5509G,1032H,13
29528,5062A,9144A,24,3636D,9144D,2
29529,3636F,15117A,5,27905A,5062E,18
29530,9144C,3636E,5,4410C,37576A,30
29531,5509B,3636C,5,1032H,3636A,18
29532,9144D,6425D,5,4082B,5509G,18
29533,3636D,27905B,17,27905C,9144E,10
29534,5509C,5509D,19,9144A,536A,8
29535,6425A,3636B,4,536E,9144B,29
29536,5062A,1032A,21,4410B,6425B,11
29537,4410C,6425D,16,3636D,5509B,13
29538,5509C,9144C,15,3636F,27905B,16
29539,4082B,1032H,21,9144E,536E,5
29540,27905A,536A,7,4410B,9144B,26
29541,6425A,9144A,7,6425B,37576A,12
29542,15117A,3636C,22,1032A,3636E,6
29543,5509G,5062E,6,5509D,5062A,25
29544,9144D,3636A,20,3636B,27905C,5
29545,9144E,6425D,14,27905A,9144C,10
29546,5509B,37576A,17,15117A,4082B,18
29547,6425B,5509D,15,4410C,27905B,23
29548,536E,3636A,10,1032A,9144A,9
29549,3636C,27905C,17,536A,9144D,12
29550,1032H,9144B,22,3636F,5062A,11
29551,3636D,4410B,16,5062E,3636B,8
29552,3636E,5509G,12,5509C,6425A,18
29553,6425B,5509B,4,9144C,536E,29
29554,5509D,1032H,19,15117A,6425D,9
29555,27905B,9144A,7,4410B,3636C,23
29556,1032A,9144B,15,37576A,5509G,12
29557,3636B,536A,6,5062A,3636E,18
29558,5509C,5062E,19,27905C,4082B,12
29559,3636A,6425A,22,3636D,27905A,6
29560,4410C,9144D,31,9144E,3636F,2
29561,4410B,5509G,20,9144A,9144C,5
29562,27905C,536E,25,5509D,3636E,12
29563,4082B,3636D,13,3636C,9144B,22
29564,5062A,15117A,8,4410C,3636A,25
29565,3636F,37576A,15,536A,6425D,13
29566,6425B,9144E,9,5509C,3636B,17
29567,5062E,27905B,31,5509B,6425A,1
29568,1032A,27905A,8,1032H,9144D,13
29569,5509D,3636A,19,37576A,4410B,14
29570,6425D,3636C,2,5509C,5062A,25
29571,3636D,536E,30,27905B,15117A,3
29572,9144C,9144D,13,1032H,6425A,8
29573,1032A,9144E,8,5062E,536A,23
29574,4410C,9144B,35,27905C,5509G,4
29575,3636B,9144A,14,3636F,5509B,16
29576,3636E,4082B,20,6425B,27905A,6
29577,4410B,6425A,31,9144E,6425D,1
29578,37576A,1032H,19,3636D,5509C,10
29579,5509G,3636F,5,3636C,536E,26
29580,15117A,9144B,20,9144D,6425B,10
29581,3636E,4410C,23,5062E,9144A,4
29582,536A,4082B,16,27905B,3636A,14
29583,5509B,27905A,13,5062A,27905C,20
29584,9144C,5509D,24,1032A,3636B,6
29585,9144A,3636B,2,4410C,5062A,31
29586,3636F,9144D,12,37576A,3636E,19
29587,536A,15117A,5,5509D,536E,34
29588,3636D,9144C,10,5509C,4082B,25
29589,6425D,9144E,8,9144B,3636C,22
29590,27905C,27905A,6,4410B,5509B,30
29591,5509G,1032A,10,1032H,5062E,19
29592,6425B,6425A,9,3636A,27905B,25
29593,37576A,3636E,0,4410C,5062A,30
29594,5509C,4082B,14,5509D,536E,20
29595,4410B,5509B,28,9144B,3636C,9
29596,3636A,27905B,5,1032H,5062E,18
29597,5509D,536E,3,4410C,5062A,23
29598,1032H,5062E,1,4410B,5509B,31
29599,4410B,5509B,11,4410C,5062A,27
29600,5925F,22540B,5,5871B,1879A,16
29601,7209C,4047A,4,5925G,7209X,17
29602,7422C,1612A,8,88893A,1331B,24
29603,7209Z,7422B,30,5925E,7496H,6
29604,1879M,5925H,16,1846C,1879J,9
29605,1879K,99240C,10,7209A,5871G,20
29606,20409B,20409A,5,1331A,5871C,22
29607,5871F,99240B,9,5871A,99240A,19
29608,7209C,5925E,10,22540B,1879M,19
29609,1879A,1331B,13,5925G,99240C,8
29610,5925H,1879K,2,7422B,5925F,34
29611,5871G,88893A,10,20409A,5871F,14
29612,7496H,5871A,19,1331A,7209A,9
29613,1846C,7209X,18,20409B,7209Z,7
29614,1879J,99240A,10,7422C,4047A,10
29615,5871C,5871B,24,1612A,99240B,6
29616,5871G,5871A,9,7209C,1331B,21
29617,88893A,22540B,12,20409B,99240C,13
29618,20409A,7209X,9,99240A,7422B,25
29619,1846C,5925G,12,1879K,5871B,11
29620,7496H,1612A,10,1879A,1879J,8
29621,5871C,7209A,25,5925H,4047A,8
29622,99240B,7422C,13,5925F,5925E,12
29623,1331A,1879M,17,5871F,7209Z,15
29624,20409A,7496H,15,1846C,5871A,14
29625,7422B,4047A,15,5871G,1612A,18
29626,5925G,5925E,4,5871C,88893A,23
29627,1331A,99240C,14,5925H,7422C,12
29628,7209Z,7209C,17,99240B,1879K,8
29629,20409B,1879A,16,1879M,99240A,20
29630,5871F,5925F,21,5871B,1879J,5
29631,7209A,1331B,14,7209X,22540B,18
29632,99240C,1612A,12,7209Z,20409A,16
29633,5871A,5871C,16,1879A,7422B,20
29634,20409B,5871F,18,7496H,4047A,14
29635,7422C,1879M,17,5925G,5871G,18
29636,1879J,5925E,11,1879K,1331B,20
29637,99240A,5925F,15,7209C,7209A,13
29638,5871B,7209X,14,88893A,5925H,8
29639,1331A,1846C,15,22540B,99240B,10
29640,1879K,4047A,8,20409A,1879M,18
29641,5925G,7422B,22,1879J,20409B,8
29642,5925F,5871A,4,99240C,7209X,19
29643,5871B,5871G,10,5925E,1331A,13
29644,1879A,99240B,10,7209A,88893A,8
29645,5925H,7209Z,15,1331B,99240A,17
29646,7422C,22540B,7,7496H,5871C,20
29647,5871F,1612A,13,1846C,7209C,12
29648,1879J,5871G,13,99240B,7209X,23
29649,99240C,7422B,19,5871B,1879M,15
29650,4047A,7209Z,19,22540B,5871A,15
29651,1331B,1846C,0,5925F,5871C,32
29652,5925G,7496H,5,5925H,5871F,19
29653,20409A,7209C,13,1879A,7422C,9
29654,7209A,5925E,17,20409B,1612A,6
29655,99240A,88893A,11,1879K,1331A,16
29656,99240B,1331B,10,7496H,1879M,21
29657,1879J,5871C,16,99240C,7209C,15
29658,7209X,1879A,12,5925E,5871F,19
29659,5925G,1331A,8,5925F,1612A,15
29660,7209A,5871B,8,7209Z,20409A,20
29661,99240A,5925H,20,5871G,22540B,15
29662,1879K,20409B,19,5871A,7422C,9
29663,4047A,88893A,7,1846C,7422B,18
29664,5925G,5925H,12,20409A,5925E,15
29665,22540B,7422C,5,7209X,7209Z,25
29666,1879M,1879J,12,1879A,7496H,15
29667,7209C,4047A,12,7209A,20409B,19
29668,5871G,5871B,8,5925F,1612A,22
29669,20409A,5925E,0,7422B,5871C,39
29670,1879A,7496H,11,7209X,7209Z,23
29671,7209A,20409B,7,5871F,5871A,29
29672,5925F,1612A,7,1331A,1331B,13
29673,7209X,7209Z,11,7422B,5871C,28
29674,1331A,1331B,12,5871F,5871A,25
29675,5871F,5871A,7,7422B,5871C,31
29676,2446A,8458B,23,7567C,1245B,8
29677,1245A,1628C,15,3767W,1245C,5
29678,3767A,7567D,9,3767X,49615B,28
29679,3767M,1628B,9,65456Z,5612A,9
29680,73737A,31313A,22,49615A,1628A,14
29681,1245C,5612A,13,3767Y,5612B,9
29682,1628A,49615B,7,1628C,65456Z,15
29683,3767W,73737A,21,7567D,2446A,6
29684,5612B,49615A,11,1245A,31313A,18
29685,1628B,7567C,1,3767A,8458B,27
29686,3767X,3767Y,28,1245B,3767M,1
29687,7567D,1628A,14,3767A,5612A,15
29688,65456Z,49615A,16,3767Y,8458B,17
29689,2446A,49615B,17,73737A,1245C,11
29690,1245B,5612B,19,3767W,1628B,8
29691,3767M,3767X,19,1628C,31313A,14
29692,73737A,3767Y,26,7567C,1245A,7
29693,3767W,3767A,12,3767M,49615A,16
29694,1245C,65456Z,7,1628B,2446A,12
29695,7567C,1628A,2,5612B,3767X,29
29696,8458B,31313A,22,49615B,5612A,12
29697,1628C,1245A,12,1245B,7567D,9
29698,49615B,49615A,12,3767X,3767W,16
29699,5612A,7567C,12,3767M,1628C,15
29700,7567D,1628B,11,3767Y,31313A,26
29701,1245B,1245C,10,1628A,8458B,25
29702,65456Z,3767A,16,5612B,73737A,19
29703,3767M,1628A,4,1245A,2446A,15
29704,7567D,1245C,10,7567C,49615A,15
29705,3767Y,1245B,5,65456Z,49615B,24
29706,5612B,1628C,3,8458B,3767W,23
29707,31313A,3767X,31,1628B,2446A,7
29708,1245A,5612A,9,73737A,3767A,26
29709,3767W,3767Y,14,1628A,7567D,13
29710,3767A,31313A,35,1245B,1245C,2
29711,1628C,73737A,11,1628B,49615A,19
29712,3767M,5612B,15,7567C,49615B,11
29713,8458B,65456Z,8,1245A,3767X,27
29714,49615A,2446A,15,5612B,5612A,15
29715,8458B,1245C,19,3767M,7567D,5
29716,3767W,7567C,3,65456Z,31313A,33
29717,1628C,2446A,7,3767Y,3767A,27
29718,1245A,1628B,9,1628A,49615B,15
29719,1245B,3767X,19,73737A,5612A,13
29720,1628C,65456Z,3,3767X,3767A,29
29721,5612B,5612A,12,73737A,3767M,18
29722,49615B,1245C,5,8458B,31313A,26
29723,2446A,3767W,3,3767Y,1245A,19
29724,73737A,3767M,14,3767X,3767A,22
29725,3767Y,1245A,9,8458B,31313A,27
29726,8458B,31313A,25,3767X,3767A,10
29727,29420D,40979E,12,40979G,40979A,19
29728,29420F,84710D,7,29420A,83652B,15
29729,13201A,84710B,9,6318B,29420B,27
29730,94855S,83652A,14,44785C,84710C,15
29731,44785B,13201B,5,6318D,6318C,22
29732,29420C,44785A,17,40979D,29420E,14
29733,40979G,29420B,9,40979E,83652A,17
29734,83652B,40979A,15,94855S,44785B,12
29735,84710C,13201B,10,13201A,44785A,14
29736,6318B,40979D,14,29420F,84710B,5
29737,6318C,44785C,30,29420A,29420D,8
29738,6318D,29420E,9,84710D,29420C,12
29739,83652B,29420B,17,29420F,84710C,7
29740,84710B,44785C,13,44785B,40979G,5
29741,6318B,29420D,9,6318D,94855S,10
29742,40979D,84710D,5,13201A,40979A,16
29743,29420E,44785A,9,6318C,40979E,23
29744,29420A,83652A,7,13201B,29420C,15
29745,84710C,40979A,9,40979D,6318D,14
29746,6318C,94855S,19,44785A,29420B,5
29747,29420A,44785B,11,40979E,13201A,15
29748,29420F,29420E,8,44785C,13201B,11
29749,40979G,29420C,18,83652B,6318B,13
29750,84710B,84710D,13,83652A,29420D,12
29751,29420B,40979A,20,29420E,29420A,12
29752,6318D,13201A,24,40979G,29420F,8
29753,6318B,44785A,10,84710D,44785C,11
29754,40979E,94855S,12,84710B,13201B,10
29755,29420C,29420D,12,84710C,44785B,6
29756,40979D,83652A,8,83652B,6318C,28
29757,29420A,6318D,12,84710B,44785A,16
29758,29420F,40979E,18,94855S,29420C,15
29759,83652B,13201A,13,29420E,29420D,11
29760,44785B,44785C,6,40979D,29420B,22
29761,40979G,6318C,29,84710D,84710C,4
29762,13201B,6318B,12,83652A,40979A,20
29763,6318D,40979E,14,83652B,44785C,17
29764,40979D,13201A,17,94855S,40979G,8
29765,44785A,29420F,11,83652A,44785B,14
29766,6318C,40979A,21,84710B,29420C,12
29767,84710C,29420A,7,6318B,29420E,16
29768,29420D,29420B,7,84710D,13201B,12
29769,83652A,44785A,6,84710B,13201B,11
29770,44785B,84710C,19,29420C,6318B,14
29771,29420E,29420A,13,84710D,94855S,17
29772,29420F,29420D,10,29420B,40979G,18
29773,84710B,13201B,4,6318C,6318D,30
29774,44785B,84710C,8,13201A,40979D,19
29775,84710D,94855S,11,44785C,83652B,20
29776,29420B,40979G,4,40979A,40979E,23
29777,13201A,40979D,11,6318C,6318D,13
29778,40979A,40979E,12,44785C,83652B,20
29779,44785C,83652B,10,6318C,6318D,23
29780,9080H,3389C,21,9080S,8890C,13
29781,9080C,183A,22,3389D,97139A,2
29782,183Z,89422A,21,8890A,8890D,2
29783,9080R,23098B,17,3389E,41941A,5
29784,8890B,89422A,13,23098A,3389A,14
29785,3389D,9080S,6,183Z,9080R,25
29786,8890A,97139A,10,3389C,8890B,15
29787,23098A,3389E,12,183A,3389A,15
29788,8890D,41941A,8,23098B,9080H,17
29789,9080R,23098A,10,8890C,9080C,21
29790,3389A,23098B,14,8890A,3389D,9
29791,9080H,8890B,10,183Z,183A,21
29792,41941A,9080C,22,8890D,9080S,5
29793,8890C,3389C,8,89422A,3389E,14
29794,9080S,3389A,10,97139A,8890D,9
29795,183Z,3389E,20,3389C,9080C,9
29796,3389D,89422A,15,9080H,9080R,14
29797,8890A,183A,17,41941A,23098A,8
29798,8890C,97139A,10,8890B,23098B,9
29799,183A,9080R,30,3389C,8890A,3
29800,8890D,3389D,17,8890B,3389E,9
29801,23098A,183Z,21,9080S,23098B,12
29802,97139A,8890C,10,89422A,41941A,9
29803,9080C,8890A,13,9080H,3389A,13
29804,8890D,3389C,13,3389D,23098A,14
29805,9080S,23098B,16,183A,89422A,12
29806,3389A,41941A,4,183Z,8890C,27
29807,9080H,3389E,8,9080R,97139A,16
29808,89422A,23098B,9,9080C,8890B,12
29809,97139A,8890D,4,183Z,183A,31
29810,23098B,8890B,16,9080R,9080S,16
29811,23098B,8890B,6,9080R,9080S,16
29812,3389D,3389C,14,3389A,23098A,6
29813,8890C,89422A,12,9080C,9080H,25
29814,9080R,9080S,11,183Z,183A,22
29815,9080C,9080H,18,3389D,3389C,15
29816,9080C,9080H,11,183Z,183A,23
29817,46385B,1233F,23,1233X,2568S,9
29818,60466M,46385A,9,586B,2567A,12
29819,1233A,574D,28,574K,2568A,2
29820,574J,1233B,15,60466A,53202S,8
29821,574A,2567R,6,2568K,574E,23
29822,574H,46311A,19,621B,2567B,6
29823,20880A,574C,31,46385D,46385C,0
29824,574M,2567Z,22,1233C,586H,9
29825,1530C,7701X,32,586E,586C,1
29826,587A,491A,27,53202Z,2568G,5
29827,574G,621C,24,2567M,586A,11
29828,2567E,491M,11,1530B,53202C,14
29829,574F,574B,4,574N,491X,17
29830,586B,46385D,8,621B,1233B,18
29831,2568S,574K,16,46385C,1530C,7
29832,2567A,53202Z,11,46311A,574J,14
29833,7701X,2567Z,26,574G,60466M,7
29834,2567B,60466A,5,574D,2567R,26
29835,586E,574A,8,574C,491M,26
29836,2568A,1233X,13,587A,53202C,10
29837,53202S,2568G,11,46385A,574F,10
29838,46385B,2568K,10,1233A,574M,25
29839,491X,586A,15,574H,20880A,9
29840,1233C,621C,18,574B,1233F,14
29841,586H,2567M,6,491A,1530B,20
29842,586C,574N,5,574E,2567E,21
29843,53202S,2568S,7,574D,586B,26
29844,491M,574M,10,2568A,7701X,21
29845,586E,574G,6,46385B,587A,18
29846,1233C,574F,11,2567B,574J,17
29847,1233X,574C,14,2567Z,491X,9
29848,621B,1233F,21,60466M,60466A,10
29849,574B,53202Z,16,2567M,574H,16
29850,46385D,491A,26,2567E,574K,5
29851,1530B,574E,25,2568G,1530C,4
29852,1233B,586H,7,574A,1233A,31
29853,574N,2567A,17,20880A,2567R,7
29854,46311A,46385C,9,621C,586C,17
29855,53202C,2568K,9,46385A,586A,9
29856,60466M,2567B,12,574C,2568S,26
29857,2567M,574E,16,46385D,574M,18
29858,586B,574K,7,574F,574A,20
29859,2567R,574H,13,587A,1530B,19
29860,2568G,574J,8,1233A,574N,23
29861,20880A,46385B,12,1233C,7701X,23
29862,60466A,586C,3,491M,2568K,22
29863,2567Z,46385A,4,586E,621C,22
29864,2568A,2567E,13,574B,1233B,13
29865,586A,53202S,4,53202Z,1233X,22
29866,574D,1530C,25,46311A,491A,11
29867,491X,621B,15,574G,2567A,5
29868,46385C,53202C,5,586H,1233F,28
29869,1530B,1233A,22,60466M,574F,8
29870,491M,2568S,18,46385A,46385D,7
29871,574K,53202Z,6,7701X,574N,21
29872,2568K,574C,31,46311A,2568G,1
29873,586E,574M,21,20880A,53202S,6
29874,574B,574J,22,1530C,574G,6
29875,2567M,60466A,9,586B,1233X,23
29876,587A,1233F,22,586A,2567B,9
29877,46385C,2567E,11,574H,574D,19
29878,2568A,491X,18,574E,1233C,18
29879,621C,2567A,16,574A,491A,11
29880,586C,2567R,13,586H,621B,20
29881,53202C,1233B,16,2567Z,46385B,11
29882,20880A,574F,13,53202Z,2568K,12
29883,586A,60466M,4,2567E,574J,28
29884,574D,1530B,7,1233F,574C,29
29885,491A,574E,20,586E,60466A,12
29886,587A,574A,10,2568S,574B,13
29887,46311A,586H,3,491M,491X,25
29888,2568G,2567B,6,574K,2567Z,18
29889,46385D,1530C,2,2567A,53202S,27
29890,621B,1233A,8,621C,7701X,24
29891,1233X,1233C,15,1233B,46385C,8
29892,46385A,46385B,14,2567M,586C,7
29893,574H,574N,13,53202C,574M,18
29894,586B,574G,25,2567R,2568A,7
29895,1530C,586A,5,574A,2567Z,17
29896,46385D,1530B,18,586E,46311A,9
29897,587A,53202S,8,1233A,491M,24
29898,574B,1233X,16,586C,20880A,5
29899,7701X,574F,28,53202C,491A,4
29900,2568A,46385C,3,2568K,60466M,19
29901,1233B,1233F,16,574G,574M,12
29902,2567E,621C,31,2567B,53202Z,2
29903,491X,2568G,24,2568S,2567R,10
29904,586B,574J,14,574H,574E,22
29905,621B,574N,6,46385B,574D,29
29906,586H,46385A,11,60466A,574K,18
29907,2567A,574C,34,2567M,1233C,7
29908,53202C,2567M,5,7701X,574C,35
29909,1233B,1233C,8,491M,2567A,18
29910,587A,574H,4,1233A,574M,34
29911,574B,574F,10,1233X,2568K,16
29912,46385B,621B,14,621C,1530B,16
29913,586B,2568S,8,574E,574J,14
29914,574N,574A,4,574D,1233F,28
29915,2567Z,2567E,10,491X,491A,22
29916,491M,2567A,4,7701X,574C,26
29917,1233X,2568K,9,1233A,574M,24
29918,574E,574J,15,621C,1530B,10
29919,491X,491A,8,574D,1233F,20
29920,1233A,574M,9,7701X,574C,27
29921,574D,1233F,23,574E,574J,16
29922,574D,1233F,0,7701X,574C,28
29923,8892B,8892G,5,8892N,98744C,21
29924,98744A,8892A,9,98744B,18576S,9
29925,98744C,98744B,0,71303A,8892N,38
29926,18576S,71303A,18,98744A,8892B,8
29927,8892N,71303A,28,8892A,8892G,3
29928,8892A,18576S,14,71303A,98744C,9
29929,8892N,98744A,26,98744B,8892G,2
29930,98744B,98744C,6,8892B,8892A,22
29931,8892G,8892B,8,98744A,18576S,8
29932,8892G,98744C,2,71303A,8892N,36
29933,18576S,71303A,9,8892B,98744A,12
29934,98744B,18576S,2,8892N,8892A,26
29935,98744A,8892A,19,8892G,98744C,4
29936,8892N,8892B,15,98744B,71303A,7
29937,8892N,98744C,12,18576S,8892B,17
29938,71303A,8892G,16,98744A,8892A,15
29939,98744A,71303A,22,98744B,98744C,6
29940,98744B,8892N,21,18576S,8892G,5
29941,98744A,98744B,6,8892B,8892A,23
29942,8892A,8892B,8,8892N,98744C,14
29943,71303A,8892B,25,18576S,8892G,6
29944,8892G,8892A,2,8892N,71303A,29
29945,98744C,18576S,7,98744A,98744B,9
29946,8892B,98744B,19,8892G,98744C,6
29947,98744A,8892N,18,71303A,8892A,16
29948,98744C,98744A,4,18576S,8892N,24
29949,8892A,18576S,15,8892G,8892B,7
29950,98744C,8892G,5,98744B,71303A,27
29951,98744B,98744C,5,8892N,71303A,31
29952,98744A,18576S,6,8892B,8892A,16
29953,8892B,8892A,8,8892N,71303A,23
29954,15207A,1379B,5,30047A,1320B,28
29955,5278A,7268A,26,5278B,308A,8
29956,5278D,23438C,5,41314A,61116A,17
29957,97979B,1379C,13,1320A,1961A,19
29958,5203R,1320D,20,5278C,30047G,16
29959,74047A,23438A,18,23438D,7268X,15
29960,51115A,5203P,9,23438B,5203S,29
29961,97979A,30047W,1,7963B,1320C,33
29962,1379B,5278C,8,1961U,1379A,19
29963,30047A,1320A,21,23438C,1320D,13
29964,23438D,308A,4,51115A,1961A,30
29965,1320B,61116A,27,97979A,5203P,7
29966,7963B,15207A,2,97979B,5278A,26
29967,5278B,1320C,31,30047G,5278D,4
29968,23438B,1379A,16,1379C,7268X,5
29969,7268A,74047A,23,5203R,30047W,10
29970,1961U,5203S,37,23438A,41314A,5
29971,1320B,1320C,14,1320A,51115A,11
29972,1379C,97979A,11,5278C,23438D,12
29973,1961A,7268X,19,7268A,7963B,12
29974,41314A,5203P,6,1379B,1320D,13
29975,1379A,5278B,6,5203R,61116A,33
29976,5203S,30047G,28,74047A,15207A,13
29977,23438B,30047W,23,23438C,23438A,8
29978,1961U,97979B,24,308A,30047A,9
29979,1320D,23438D,21,5278D,5278A,4
29980,1961A,1379B,20,5278B,97979A,6
29981,23438A,51115A,5,7268A,1379C,18
29982,5278C,61116A,15,15207A,23438B,10
29983,23438C,1961U,27,74047A,1320C,1
29984,5278A,1320A,28,30047W,5203P,3
29985,308A,30047G,7,1379A,1320B,20
29986,30047A,5278D,2,5203S,7963B,26
29987,5203R,7268X,22,97979B,41314A,9
29988,23438D,7268A,20,15207A,5203P,7
29989,23438C,1379C,11,1379B,308A,15
29990,30047G,61116A,12,1961U,1320A,25
29991,5278C,5278B,13,1320B,7268X,23
29992,1320C,1320D,16,97979B,23438A,10
29993,5278D,23438B,4,5203R,97979A,28
29994,41314A,5278A,7,1961A,30047A,18
29995,7963B,74047A,12,1379A,51115A,9
29996,5278B,97979B,16,5203S,30047W,19
29997,308A,5278B,3,5203S,1320D,36
29998,23438D,1379B,17,74047A,23438A,8
29999,5278C,30047W,0,1961U,7268A,34
30000,23438B,7963B,7,5203R,5203P,31
